arrest_year,arrest_date,arrest_hour,age,race,sex,arrest_category,description,offense_location_district,PSA
2019,6/20/2019,9,46,BLACK,MALE,Simple Assault,Simple Assault,1D,102
2019,12/12/2019,7,29,BLACK,MALE,Weapon Violations,Felon In Possession,1D,105
2019,7/31/2019,5,50,WHITE,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),1D,105
2019,1/31/2019,5,34,BLACK,FEMALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,6D,602
2019,10/23/2019,8,62,BLACK,MALE,Traffic Violations,Permit Revoked-oar,7D,701
2019,10/5/2019,6,37,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,4D,402
2019,11/22/2019,6,40,BLACK,MALE,Simple Assault,Simple Assault,1D,103
2019,8/4/2019,11,28,ASIAN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,2D,204
2019,4/13/2019,1,23,BLACK,MALE,Weapon Violations,Felon In Possession,3D,301
2019,7/11/2019,1,24,BLACK,MALE,Simple Assault,Simple Assault,6D,608
2019,4/1/2019,7,44,BLACK,MALE,Release Violations/Fugitive,Bail Reform Act -misd,1D,102
2019,6/30/2019,4,27,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,507
2019,11/1/2019,9,26,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,4D,404
2019,12/21/2019,1,46,BLACK,MALE,Prostitution,Sexual Solicitation,3D,307
2019,3/31/2019,11,29,WHITE,MALE,Sex Offenses,First Degree Child Sex Abuse (rape),4D,408
2019,11/27/2019,11,50,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,11/4/2019,12,26,BLACK,FEMALE,Simple Assault,Simple Assault,7D,702
2019,10/1/2019,9,37,WHITE,FEMALE,Simple Assault,Simple Assault,2D,205
2019,9/20/2019,4,20,BLACK,MALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,6D,608
2019,5/29/2019,9,45,BLACK,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),7D,703
2019,7/6/2019,1,49,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),5D,506
2019,11/4/2019,9,38,WHITE,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,2D,207
2019,8/21/2019,4,23,WHITE,MALE,Narcotics,Distribution Of Marijuana-misd,4D,402
2019,6/19/2019,12,31,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),7D,708
2019,1/15/2019,9,38,BLACK,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,1D,101
2019,8/15/2019,10,23,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,705
2019,12/19/2019,1,23,BLACK,FEMALE,Disorderly Conduct,Affray,6D,601
2019,7/10/2019,10,51,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,6/20/2019,2,28,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),7D,707
2019,4/20/2019,9,57,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,6D,608
2019,4/6/2019,10,25,BLACK,FEMALE,Traffic Violations,No Permit,7D,703
2019,2/1/2019,10,33,BLACK,FEMALE,Traffic Violations,No Permit,1D,104
2019,1/10/2019,7,18,BLACK,MALE,Weapon Violations,Possession Of A Large Capacity Ammunition Feeding Device (and),5D,507
2019,3/5/2019,7,24,BLACK,MALE,Burglary,Burglary Two,1D,107
2019,9/9/2019,12,49,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,5D,504
2019,11/27/2019,2,47,BLACK,MALE,Simple Assault,Simple Assault,7D,707
2019,12/7/2019,10,19,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",6D,607
2019,12/13/2019,1,56,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,6D,604
2019,8/20/2019,1,42,BLACK,FEMALE,Theft,Theft Second Degree - Felony (all Other Larceny),1D,106
2019,10/25/2019,6,23,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,4D,407
2019,8/1/2019,2,43,BLACK,MALE,Simple Assault,Simple Assault,4D,409
2019,5/16/2019,4,48,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),5D,506
2019,3/31/2019,11,24,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,6D,604
2019,4/26/2019,4,20,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,6D,608
2019,6/4/2019,8,41,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,102
2019,2/6/2019,6,33,WHITE,MALE,Traffic Violations,No Permit,1D,108
2019,9/21/2019,1,30,WHITE,FEMALE,Release Violations/Fugitive,Fugitive From Justice,7D,707
2019,12/2/2019,1,30,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,6D,603
2019,7/18/2019,1,25,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,7D,703
2019,5/10/2019,4,46,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,3/20/2019,11,37,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,2/27/2019,8,27,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,507
2019,10/4/2019,12,29,BLACK,FEMALE,Simple Assault,Simple Assault,7D,701
2019,9/12/2019,11,35,BLACK,FEMALE,Release Violations/Fugitive,Bench Warrant,3D,308
2019,6/19/2019,9,25,BLACK,FEMALE,Traffic Violations,No Permit,6D,603
2019,11/18/2019,12,49,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,1/4/2019,7,53,BLACK,MALE,Other Crimes,Unlawful Entry,5D,504
2019,12/25/2019,6,25,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),7D,702
2019,8/30/2019,2,40,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,6D,605
2019,12/11/2019,3,23,BLACK,MALE,Other Crimes,Unlawful Entry,6D,601
2019,5/26/2019,2,63,BLACK,MALE,Disorderly Conduct,Aggressive Panhandling,2D,208
2019,11/24/2019,5,48,WHITE,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2019,7/17/2019,9,31,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),1D,106
2019,7/18/2019,2,33,WHITE,MALE,Simple Assault,Simple Assault,3D,303
2019,11/26/2019,1,61,WHITE,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2019,8/3/2019,9,31,WHITE,MALE,Other Crimes,Unlawful Entry,2D,208
2019,12/15/2019,2,36,WHITE,MALE,Prostitution,Sexual Solicitation,3D,307
2019,7/6/2019,6,24,WHITE,MALE,Disorderly Conduct,Affray,2D,209
2019,5/28/2019,6,34,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,5D,502
2019,7/16/2019,10,51,BLACK,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),7D,707
2019,12/3/2019,3,22,BLACK,FEMALE,Other Crimes,Unlawful Entry,6D,602
2019,3/23/2019,6,18,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),2D,206
2019,6/20/2019,3,51,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,6/8/2019,11,26,UNKNOWN,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,4D,409
2019,1/1/2019,12,19,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,608
2019,7/13/2019,3,34,WHITE,MALE,Simple Assault,Simple Assault,4D,404
2019,8/11/2019,2,58,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,5D,507
2019,10/21/2019,11,37,BLACK,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,605
2019,8/8/2019,6,26,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,1D,107
2019,7/23/2019,2,30,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,1D,106
2019,7/8/2019,7,55,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2019,10/23/2019,7,37,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,12/10/2019,5,33,BLACK,FEMALE,Narcotics,Possession Of Drug Paraphernalia,6D,607
2019,10/2/2019,10,71,BLACK,MALE,Prostitution,Sexual Solicitation,6D,607
2019,8/17/2019,2,25,WHITE,MALE,Simple Assault,Simple Assault,2D,208
2019,4/16/2019,5,36,BLACK,FEMALE,Traffic Violations,Altered Tags,6D,603
2019,1/7/2019,8,28,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,702
2019,2/27/2019,11,53,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,703
2019,7/5/2019,2,24,BLACK,MALE,Simple Assault,Simple Assault,3D,303
2019,12/30/2019,2,33,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,507
2019,12/28/2019,10,29,BLACK,FEMALE,Traffic Violations,No Permit,3D,303
2019,1/23/2019,1,26,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,7D,706
2019,11/10/2019,1,28,UNKNOWN,MALE,Simple Assault,Simple Assault,6D,605
2019,7/27/2019,4,60,BLACK,MALE,Theft,Shoplifting,2D,203
2019,12/12/2019,9,33,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,705
2019,9/1/2019,9,35,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence-3rd Or Subsequent Offense,5D,505
2019,5/17/2019,8,27,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),5D,503
2019,9/16/2019,5,31,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,5D,506
2019,8/6/2019,4,28,BLACK,MALE,Traffic Violations,No Permit,5D,505
2019,7/15/2019,12,25,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),5D,507
2019,9/19/2019,2,35,WHITE,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,4D,408
2019,3/5/2019,9,34,BLACK,MALE,Traffic Violations,No Permit,6D,601
2019,3/17/2019,11,21,BLACK,MALE,Traffic Violations,No Permit,1D,107
2019,3/3/2019,7,54,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),1D,102
2019,6/16/2019,1,28,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,3D,305
2019,3/3/2019,1,26,BLACK,MALE,Traffic Violations,Allow Operation W/improper Tags,7D,702
2019,6/30/2019,11,27,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,6D,605
2019,4/22/2019,12,26,WHITE,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,4D,403
2019,6/28/2019,7,26,BLACK,FEMALE,Simple Assault,Simple Assault,4D,408
2019,8/15/2019,5,64,BLACK,MALE,Simple Assault,Simple Assault,7D,703
2019,12/31/2019,3,32,BLACK,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,604
2019,3/17/2019,8,25,BLACK,MALE,Traffic Violations,No Permit,6D,605
2019,10/31/2019,7,39,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,702
2019,9/30/2019,9,58,BLACK,MALE,Traffic Violations,Permit Revoked-oar,5D,505
2019,2/3/2019,7,32,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,7D,704
2019,12/26/2019,7,33,BLACK,MALE,Simple Assault,Simple Assault,5D,504
2019,11/9/2019,9,45,BLACK,FEMALE,Theft,Shoplifting,2D,208
2019,7/14/2019,6,46,BLACK,MALE,Theft,Theft Second Degree (theft From Building),3D,302
2019,3/30/2019,5,36,BLACK,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,104
2019,10/23/2019,12,25,BLACK,MALE,Simple Assault,Simple Assault,1D,104
2019,7/7/2019,2,21,WHITE,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,4D,402
2019,3/22/2019,2,26,BLACK,FEMALE,Traffic Violations,No Permit,6D,603
2019,9/13/2019,4,40,BLACK,MALE,Simple Assault,Simple Assault,5D,501
2019,5/29/2019,1,24,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,4/7/2019,2,27,WHITE,MALE,Simple Assault,Simple Assault,2D,207
2019,11/7/2019,1,28,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2019,5/21/2019,5,62,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2019,3/2/2019,7,39,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,503
2019,4/11/2019,6,18,BLACK,FEMALE,Simple Assault,Simple Assault,7D,706
2019,5/18/2019,8,69,BLACK,MALE,Simple Assault,Simple Assault,3D,302
2019,7/15/2019,12,59,BLACK,MALE,Other Crimes,Unlawful Entry,7D,702
2019,3/22/2019,5,28,BLACK,FEMALE,Narcotics,Distribution Of Marijuana-misd,6D,604
2019,6/4/2019,4,31,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,1D,105
2019,10/22/2019,7,40,BLACK,MALE,Traffic Violations,No Permit,6D,608
2019,9/4/2019,11,50,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,6D,605
2019,10/26/2019,5,28,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,5D,507
2019,10/27/2019,12,34,WHITE,MALE,Offenses Against Family & Children,Cruelty To Children,4D,403
2019,10/30/2019,9,30,BLACK,FEMALE,Simple Assault,Simple Assault,1D,106
2019,9/9/2019,9,20,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,3D,304
2019,6/24/2019,11,52,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2019,11/21/2019,3,22,BLACK,MALE,Sex Offenses,Fourth Degree Sex Abuse- Intoxicant,6D,605
2019,1/16/2019,8,24,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,7D,702
2019,7/3/2019,7,57,BLACK,MALE,Theft,Shoplifting,2D,209
2019,9/7/2019,11,25,BLACK,FEMALE,Simple Assault,Simple Assault,7D,703
2019,2/26/2019,6,23,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,7D,702
2019,2/1/2019,10,28,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,5D,501
2019,2/24/2019,2,35,BLACK,MALE,Other Crimes,Unlawful Entry,6D,607
2019,12/7/2019,12,52,BLACK,MALE,Simple Assault,Simple Assault,6D,604
2019,3/11/2019,11,24,BLACK,MALE,Traffic Violations,No Permit,7D,703
2019,5/11/2019,12,49,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,8/3/2019,9,21,UNKNOWN,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,4D,402
2019,8/12/2019,6,23,BLACK,FEMALE,Homicide,Murder I,5D,501
2019,5/22/2019,3,35,BLACK,MALE,Simple Assault,Simple Assault,4D,405
2019,4/9/2019,10,22,BLACK,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",6D,604
2019,6/19/2019,1,53,BLACK,FEMALE,Simple Assault,Simple Assault,6D,601
2019,6/23/2019,10,29,WHITE,MALE,Simple Assault,Simple Assault,1D,103
2019,5/28/2019,4,18,BLACK,MALE,Weapon Violations,Possession Of Bb Gun,7D,703
2019,1/3/2019,7,43,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,6D,604
2019,5/30/2019,11,28,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,10/12/2019,7,25,BLACK,MALE,Theft,Shoplifting,1D,106
2019,2/3/2019,11,52,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,4D,407
2019,12/4/2019,10,19,BLACK,MALE,Simple Assault,Simple Assault,4D,405
2019,9/28/2019,11,33,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",7D,702
2019,5/8/2019,5,53,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,105
2019,5/30/2019,12,20,BLACK,MALE,Traffic Violations,Reckless Driving,2D,207
2019,7/23/2019,7,27,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,3D,301
2019,6/6/2019,3,19,BLACK,MALE,Weapon Violations,Possession Of Bb Gun,5D,502
2019,1/27/2019,10,18,BLACK,MALE,Burglary,Burglary One,2D,203
2019,6/19/2019,10,23,BLACK,FEMALE,Theft,Shoplifting,2D,202
2019,5/7/2019,1,34,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),1D,104
2019,6/26/2019,6,28,BLACK,MALE,Sex Offenses,First Degree Child Sex Abuse (rape),1D,103
2019,2/28/2019,8,31,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2019,3/23/2019,4,45,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,6D,602
2019,3/6/2019,3,37,WHITE,MALE,Simple Assault,Simple Assault,3D,302
2019,2/25/2019,10,25,WHITE,MALE,Prostitution,Sexual Solicitation,4D,408
2019,5/5/2019,12,31,UNKNOWN,MALE,Other Crimes,Unlawful Entry,3D,306
2019,12/5/2019,10,30,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2019,8/16/2019,3,31,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,106
2019,12/24/2019,1,18,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,6D,602
2019,2/9/2019,3,33,WHITE,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,1D,102
2019,11/6/2019,12,34,BLACK,MALE,Traffic Violations,No Permit,6D,603
2019,3/8/2019,10,49,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2019,12/11/2019,9,27,BLACK,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",7D,707
2019,5/20/2019,12,28,BLACK,MALE,Burglary,Burglary One,4D,403
2019,11/6/2019,11,25,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,1D,103
2019,7/7/2019,3,25,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,3D,301
2019,9/10/2019,5,22,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2019,3/1/2019,9,37,BLACK,MALE,Other Crimes,Unlawful Entry,1D,102
2019,12/24/2019,3,19,BLACK,MALE,Other Crimes,Unlawful Entry,5D,504
2019,9/3/2019,1,22,BLACK,MALE,Traffic Violations,Speed (30 Or Over),5D,503
2019,3/28/2019,10,35,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,1D,102
2019,6/11/2019,6,44,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,4D,404
2019,6/8/2019,3,49,WHITE,MALE,Damage to Property,Destruction Of Property Less Than $1000,2D,208
2019,3/17/2019,4,51,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2019,6/17/2019,11,21,BLACK,MALE,Prostitution,Sexual Solicitation,4D,401
2019,8/6/2019,1,40,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2019,6/28/2019,3,56,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),2D,209
2019,8/22/2019,8,21,BLACK,FEMALE,Simple Assault,Simple Assault,1D,107
2019,8/27/2019,6,21,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,7D,708
2019,4/11/2019,9,21,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,7D,707
2019,12/28/2019,11,60,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,606
2019,12/26/2019,3,48,BLACK,MALE,Traffic Violations,No Permit,7D,707
2019,12/5/2019,8,49,BLACK,MALE,Offenses Against Family & Children,1st Degree Cruelty To Children,5D,503
2019,5/16/2019,3,52,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),4D,402
2019,5/23/2019,9,35,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),7D,708
2019,2/19/2019,3,23,BLACK,MALE,Traffic Violations,No Permit,6D,601
2019,5/20/2019,2,59,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,2D,207
2019,11/18/2019,11,20,BLACK,FEMALE,Simple Assault,Simple Assault,6D,608
2019,9/21/2019,11,37,BLACK,MALE,Property Crimes,Unlawful Entry Of A Motor Vehicle,7D,706
2019,8/29/2019,10,56,BLACK,MALE,Traffic Violations,Fleeing from a law enforcement officer in a motor vehicle,7D,705
2019,3/5/2019,5,64,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,505
2019,7/26/2019,10,21,BLACK,MALE,Simple Assault,Simple Assault,5D,505
2019,2/21/2019,11,24,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,1D,101
2019,11/7/2019,8,62,BLACK,MALE,Traffic Violations,No Permit,5D,505
2019,1/29/2019,9,29,BLACK,MALE,Sex Abuse,First Degree Sexual Abuse,6D,607
2019,1/21/2019,1,24,BLACK,MALE,Theft from Auto,Theft (theft From Motor Vehicle),5D,503
2019,7/10/2019,12,24,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,6/8/2019,11,23,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,4D,407
2019,11/18/2019,12,46,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,7D,704
2019,4/7/2019,9,34,BLACK,FEMALE,Simple Assault,Simple Assault,3D,307
2019,7/17/2019,5,26,BLACK,FEMALE,Simple Assault,Simple Assault,3D,307
2019,8/17/2019,1,37,WHITE,MALE,Narcotics,Poss Of A Controlled Substance -misd,2D,207
2019,8/15/2019,3,34,BLACK,MALE,Traffic Violations,Permit Revoked-oar,6D,603
2019,11/10/2019,2,22,BLACK,MALE,Theft,Theft First Degree (all Other Larceny),3D,305
2019,12/5/2019,6,30,WHITE,MALE,Disorderly Conduct,Panhandling,5D,501
2019,9/1/2019,4,19,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,7D,701
2019,10/29/2019,6,39,BLACK,MALE,Disorderly Conduct,Illegal Dumping,6D,605
2019,3/13/2019,8,59,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,4D,408
2019,11/24/2019,1,27,WHITE,MALE,Disorderly Conduct,Affray,3D,305
2019,12/20/2019,8,18,BLACK,MALE,Weapon Violations,Possession Of Unregistered Ammunition,4D,403
2019,8/28/2019,10,43,BLACK,MALE,Prostitution,Sexual Solicitation,6D,602
2019,8/2/2019,2,18,BLACK,FEMALE,Simple Assault,Simple Assault,7D,703
2019,6/25/2019,10,26,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,601
2019,1/17/2019,9,32,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,5D,502
2019,6/3/2019,9,25,BLACK,FEMALE,Traffic Violations,No Permit,6D,605
2019,2/4/2019,5,44,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,605
2019,5/24/2019,7,47,BLACK,MALE,Sex Offenses,Material Involving Sexual Exploitation Of Minors,7D,706
2019,6/12/2019,11,38,BLACK,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),7D,706
2019,3/17/2019,11,35,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,1D,102
2019,5/10/2019,11,65,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,2D,208
2019,2/21/2019,11,54,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,102
2019,3/21/2019,9,37,WHITE,FEMALE,Narcotics,Poss W/i To Dist Marijuana-misd,4D,404
2019,5/30/2019,1,31,BLACK,FEMALE,Simple Assault,Simple Assault,4D,406
2019,4/11/2019,3,41,WHITE,UNKNOWN,Traffic Violations,No Permit,2D,207
2019,1/18/2019,8,59,BLACK,MALE,Burglary,Burglary Two,1D,103
2019,9/17/2019,9,28,BLACK,MALE,Simple Assault,Simple Assault,7D,707
2019,3/19/2019,10,45,BLACK,FEMALE,Theft,Theft Second Degree (all Other Larceny),4D,402
2019,4/25/2019,6,54,BLACK,FEMALE,Narcotics,Poss Of A Controlled Substance -felony,6D,603
2019,6/24/2019,8,49,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,6D,607
2019,8/30/2019,1,18,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),6D,602
2019,8/8/2019,7,20,BLACK,MALE,Aggravated Assault,Aggravated Assault,1D,107
2019,7/10/2019,1,37,BLACK,FEMALE,Simple Assault,Simple Assault,7D,708
2019,1/2/2019,4,36,BLACK,MALE,Traffic Violations,Permit Revoked-oar,3D,308
2019,5/9/2019,10,40,BLACK,MALE,Prostitution,Sexual Solicitation,5D,506
2019,2/18/2019,10,47,BLACK,FEMALE,Release Violations/Fugitive,Parole Violation (Warrant),5D,506
2019,2/19/2019,8,28,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,7D,705
2019,4/7/2019,9,42,BLACK,MALE,Simple Assault,Simple Assault,3D,307
2019,4/22/2019,11,29,BLACK,MALE,Traffic Violations,Permit Revoked-oar,6D,603
2019,6/25/2019,1,33,BLACK,FEMALE,Robbery,Robbery,7D,705
